,mid,premiership,att,win_loc,season,h_prevladder_score,a_prevladder_score,margins_prev_match1,margins_prev_match2,margins_prev_match3,margins_prev_match4,margins_prev_match5,home_team,away_team,home_odds,away_odds,date
913,2015_R01_117_118,0,22366,1,2015,28,44,-65.0,22.0,-70.0,-49.0,-8.0,Western Bulldogs,West Coast,2.52,1.53,2015-04-04
914,2015_R01_101_112,0,45607,1,2015,44,56,-7.0,36.0,9.0,1.0,-32.0,Adelaide,North Melbourne,1.7,2.14,2015-04-05
915,2015_R01_106_113,0,34099,1,2015,64,56,-22.0,8.0,-18.0,74.0,27.0,Fremantle,Port Adelaide,1.67,2.22,2015-04-05
916,2015_R01_107_110,0,73584,1,2015,68,68,36.0,23.0,-19.0,5.0,-10.0,Hawthorn,Geelong,1.36,3.16,2015-04-06
917,2015_R02_103_117,0,34588,1,2015,44,30,-3.0,-24.0,10.0,3.0,36.0,West Coast,Carlton,1.53,2.54,2015-04-10
918,2015_R02_114_118,0,49945,0,2015,48,28,-2.0,60.0,67.0,70.0,-35.0,Richmond,Western Bulldogs,1.35,3.26,2015-04-11
919,2015_R02_101_104,0,33771,0,2015,44,44,-16.0,-21.0,27.0,26.0,43.0,Collingwood,Adelaide,2.95,1.41,2015-04-11
920,2015_R02_113_116,0,48907,0,2015,56,68,-26.0,-4.0,18.0,-22.0,-62.0,Port Adelaide,Sydney,1.61,2.34,2015-04-11
921,2015_R02_108_115,0,13649,0,2015,40,16,53.0,38.0,-46.0,13.0,-95.0,Gold Coast,St Kilda,1.19,4.85,2015-04-11
922,2015_R02_106_107,0,23723,0,2015,68,64,2.0,-32.0,-15.0,41.0,-16.0,Geelong,Fremantle,2.26,1.65,2015-04-12
923,2015_R02_105_110,0,59866,1,2015,50,68,-4.0,-56.0,-94.0,-65.0,-16.0,Essendon,Hawthorn,4.65,1.2,2015-04-12
924,2015_R03_104_115,0,45197,1,2015,44,16,86.0,26.0,6.0,19.0,57.0,Collingwood,St Kilda,1.4,2.98,2015-04-17
925,2015_R03_101_111,0,42834,1,2015,44,16,-3.0,68.0,69.0,-96.0,44.0,Adelaide,Melbourne,1.08,8.24,2015-04-18
926,2015_R03_103_105,0,54854,0,2015,30,50,0.0,-81.0,-6.0,-5.0,96.0,Carlton,Essendon,3.83,1.27,2015-04-18
927,2015_R03_112_113,0,22586,0,2015,56,56,7.0,10.0,-2.0,45.0,60.0,North Melbourne,Port Adelaide,1.9,1.9,2015-04-18
928,2015_R03_110_118,0,15559,1,2015,68,28,62.0,19.0,72.0,46.0,29.0,Hawthorn,Western Bulldogs,1.06,9.69,2015-04-19
929,2015_R03_106_117,0,39138,0,2015,44,64,-7.0,-19.0,-28.0,-28.0,-65.0,West Coast,Fremantle,3.88,1.27,2015-04-19
930,2015_R03_107_108,0,20813,1,2015,68,40,-40.0,52.0,14.0,150.0,66.0,Geelong,Gold Coast,1.17,5.2,2015-04-19
931,2015_R04_111_114,0,58175,0,2015,48,16,-17.0,34.0,23.0,59.0,7.0,Richmond,Melbourne,1.31,3.46,2015-04-24
932,2015_R04_103_115,0,12125,0,2015,16,30,-85.0,-32.0,-36.0,9.0,15.0,St Kilda,Carlton,3.14,1.36,2015-04-25
933,2015_R04_104_105,0,88395,0,2015,50,44,64.0,-23.0,-79.0,46.0,-32.0,Essendon,Collingwood,1.41,2.91,2015-04-25
934,2015_R04_106_116,0,39009,1,2015,64,68,-24.0,-17.0,25.0,0.0,-13.0,Fremantle,Sydney,1.6,2.36,2015-04-25
935,2015_R04_110_113,0,49831,1,2015,56,68,-3.0,14.0,-45.0,-72.0,-46.0,Port Adelaide,Hawthorn,2.43,1.56,2015-04-25
936,2015_R04_107_112,0,23452,0,2015,68,56,-6.0,32.0,20.0,-10.0,4.0,Geelong,North Melbourne,2.26,1.63,2015-04-26
937,2015_R04_101_118,0,19915,1,2015,28,44,-9.0,17.0,-52.0,-18.0,30.0,Western Bulldogs,Adelaide,3.59,1.29,2015-04-26
938,2015_R05_103_104,0,71759,0,2015,30,44,-15.0,-34.0,-41.0,-17.0,23.0,Carlton,Collingwood,2.41,1.58,2015-05-01
939,2015_R05_107_114,0,45228,0,2015,48,68,-5.0,-44.0,-10.0,-62.0,-108.0,Richmond,Geelong,1.63,2.28,2015-05-02
940,2015_R05_116_118,0,25541,0,2015,68,28,63.0,35.0,82.0,92.0,39.0,Sydney,Western Bulldogs,1.15,5.36,2015-05-02
941,2015_R05_110_112,0,38077,0,2015,56,68,20.0,-14.0,-3.0,-115.0,-17.0,North Melbourne,Hawthorn,3.32,1.33,2015-05-02
942,2015_R05_106_111,0,22892,0,2015,16,64,-63.0,-95.0,-90.0,-61.0,-34.0,Melbourne,Fremantle,5.2,1.17,2015-05-03
943,2015_R05_105_115,0,29869,0,2015,16,50,16.0,-37.0,71.0,-52.0,-33.0,St Kilda,Essendon,5.64,1.14,2015-05-03
944,2015_R05_101_113,0,49617,0,2015,44,56,23.0,-54.0,-4.0,-9.0,58.0,Adelaide,Port Adelaide,2.28,1.63,2015-05-03
945,2015_R06_104_107,0,52152,0,2015,44,68,-11.0,6.0,31.0,12.0,-38.0,Collingwood,Geelong,1.58,2.38,2015-05-08
946,2015_R06_112_114,0,17544,1,2015,56,48,28.0,62.0,4.0,13.0,-9.0,North Melbourne,Richmond,1.59,2.35,2015-05-09
947,2015_R06_115_118,0,29619,0,2015,28,16,23.0,9.0,-76.0,-63.0,-24.0,Western Bulldogs,St Kilda,1.45,2.73,2015-05-09
948,2015_R06_101_108,0,12464,0,2015,40,44,-32.0,-28.0,-91.0,-69.0,-61.0,Gold Coast,Adelaide,5.24,1.17,2015-05-09
949,2015_R06_105_106,0,37535,1,2015,64,50,53.0,-4.0,-24.0,34.0,44.0,Fremantle,Essendon,1.2,4.68,2015-05-09
950,2015_R06_111_116,0,26894,0,2015,16,68,-31.0,-31.0,-101.0,0.0,73.0,Melbourne,Sydney,5.22,1.17,2015-05-09
951,2015_R06_113_117,0,37635,0,2015,56,44,14.0,5.0,-48.0,-22.0,-18.0,Port Adelaide,West Coast,1.24,4.21,2015-05-10
952,2015_R07_105_112,0,43972,0,2015,50,56,-12.0,39.0,-45.0,-24.0,2.0,Essendon,North Melbourne,2.88,1.42,2015-05-15
953,2015_R07_101_115,0,42795,1,2015,44,16,79.0,86.0,40.0,4.0,-103.0,Adelaide,St Kilda,1.22,4.36,2015-05-16
954,2015_R07_110_111,0,41935,1,2015,68,16,50.0,95.0,66.0,54.0,45.0,Hawthorn,Melbourne,1.08,7.9,2015-05-16
955,2015_R07_108_117,0,26964,1,2015,44,40,52.0,3.0,17.0,126.0,18.0,West Coast,Gold Coast,1.1,7.05,2015-05-16
956,2015_R07_107_116,0,28063,1,2015,68,68,110.0,-44.0,-21.0,-34.0,6.0,Sydney,Geelong,1.21,4.42,2015-05-16
957,2015_R07_106_118,0,18970,0,2015,28,64,-38.0,-28.0,-38.0,46.0,-7.0,Western Bulldogs,Fremantle,3.81,1.27,2015-05-17
958,2015_R07_104_114,0,59034,1,2015,48,44,-38.0,-34.0,-21.0,-71.0,-82.0,Richmond,Collingwood,1.97,1.83,2015-05-17
959,2015_R08_103_107,0,32032,1,2015,68,30,6.0,5.0,16.0,12.0,2.0,Geelong,Carlton,1.23,4.21,2015-05-22
960,2015_R08_115_117,0,23598,0,2015,16,44,-33.0,-25.0,-4.0,-30.0,21.0,St Kilda,West Coast,5.03,1.18,2015-05-23
961,2015_R08_104_108,0,16440,0,2015,40,44,5.0,7.0,-97.0,-54.0,0.0,Gold Coast,Collingwood,3.7,1.29,2015-05-23
962,2015_R08_106_112,0,35836,1,2015,64,56,-13.0,38.0,53.0,-98.0,29.0,Fremantle,North Melbourne,1.2,4.61,2015-05-23
963,2015_R08_110_116,0,63319,0,2015,68,68,63.0,10.0,-19.0,54.0,12.0,Hawthorn,Sydney,1.49,2.65,2015-05-23
964,2015_R08_111_118,0,29381,1,2015,16,28,-6.0,-16.0,-20.0,3.0,-21.0,Melbourne,Western Bulldogs,3.06,1.38,2015-05-24
965,2015_R08_113_114,0,44451,0,2015,56,48,57.0,-20.0,-41.0,0.0,-37.0,Port Adelaide,Richmond,1.34,3.3,2015-05-24
966,2015_R09_103_116,0,32105,1,2015,68,30,71.0,24.0,22.0,22.0,-34.0,Sydney,Carlton,1.02,15.07,2015-05-29
967,2015_R09_111_113,0,4866,0,2015,16,56,-3.0,-20.0,-79.0,-28.0,-8.0,Melbourne,Port Adelaide,2.74,1.46,2015-05-30
968,2015_R09_108_110,0,11320,1,2015,68,40,53.0,99.0,26.0,64.0,9.0,Hawthorn,Gold Coast,1.01,16.13,2015-05-30
969,2015_R09_101_106,0,45009,0,2015,44,64,-40.0,-22.0,-7.0,10.0,28.0,Adelaide,Fremantle,3.58,1.3,2015-05-30
970,2015_R09_105_114,0,83804,1,2015,48,50,18.0,-50.0,39.0,-29.0,45.0,Richmond,Essendon,1.78,2.04,2015-05-30
971,2015_R09_107_117,0,37676,1,2015,44,68,-75.0,-66.0,5.0,-48.0,8.0,West Coast,Geelong,1.45,2.75,2015-05-31
972,2015_R09_104_112,0,43452,1,2015,44,56,35.0,-11.0,16.0,-30.0,117.0,Collingwood,North Melbourne,1.89,1.92,2015-05-31
973,2015_R10_106_114,0,38019,0,2015,64,48,20.0,-27.0,1.0,22.0,12.0,Fremantle,Richmond,1.22,4.27,2015-06-05
974,2015_R10_101_103,0,32035,0,2015,30,44,5.0,32.0,-69.0,6.0,48.0,Carlton,Adelaide,3.43,1.31,2015-06-06
975,2015_R10_108_116,0,13068,0,2015,40,68,-35.0,-41.0,-72.0,-70.0,0.0,Gold Coast,Sydney,14.72,1.02,2015-06-06
976,2015_R10_113_118,0,40907,1,2015,56,28,72.0,-9.0,-38.0,-60.0,-36.0,Port Adelaide,Western Bulldogs,1.23,4.13,2015-06-06
977,2015_R10_105_107,0,40632,0,2015,50,68,-9.0,-28.0,-67.0,4.0,-71.0,Essendon,Geelong,2.0,1.81,2015-06-06
978,2015_R10_112_117,0,12011,1,2015,56,44,38.0,-2.0,-96.0,-2.0,-25.0,North Melbourne,West Coast,2.1,1.73,2015-06-07
979,2015_R10_110_115,0,33886,0,2015,16,68,-145.0,-46.0,-35.0,-30.0,0.0,St Kilda,Hawthorn,12.71,1.02,2015-06-07
980,2015_R10_104_111,0,66120,0,2015,16,44,-33.0,-83.0,-42.0,-88.0,0.0,Melbourne,Collingwood,3.92,1.25,2015-06-08
981,2015_R11_107_113,0,46140,0,2015,56,68,40.0,-16.0,-25.0,-48.0,-38.0,Port Adelaide,Geelong,1.44,2.79,2015-06-12
982,2015_R11_106_108,0,8911,0,2015,40,64,-48.0,-45.0,-7.0,-50.0,0.0,Gold Coast,Fremantle,9.37,1.06,2015-06-13
983,2015_R11_105_117,0,37306,1,2015,44,50,-3.0,53.0,-7.0,-61.0,57.0,West Coast,Essendon,1.14,5.65,2015-06-13
984,2015_R11_112_116,0,32127,0,2015,56,68,-71.0,43.0,-39.0,-36.0,-1.0,North Melbourne,Sydney,2.56,1.51,2015-06-13
985,2015_R11_111_115,0,25217,1,2015,16,16,17.0,35.0,25.0,18.0,20.0,St Kilda,Melbourne,1.65,2.24,2015-06-14
986,2015_R12_101_110,0,49108,0,2015,44,68,-12.0,-11.0,-5.0,-56.0,20.0,Adelaide,Hawthorn,2.99,1.4,2015-06-18
987,2015_R12_114_117,0,45178,0,2015,48,44,17.0,41.0,-10.0,-57.0,49.0,Richmond,West Coast,1.88,1.93,2015-06-19
988,2015_R12_103_113,0,27693,1,2015,30,56,-103.0,-33.0,1.0,18.0,-54.0,Carlton,Port Adelaide,3.21,1.35,2015-06-20
989,2015_R12_107_111,0,28007,0,2015,68,16,66.0,68.0,43.0,186.0,54.0,Geelong,Melbourne,1.11,6.49,2015-06-21
990,2015_R13_104_106,0,37145,1,2015,64,44,70.0,27.0,-29.0,-80.0,-36.0,Fremantle,Collingwood,1.33,3.34,2015-06-25
991,2015_R13_114_116,0,37579,0,2015,68,48,-3.0,11.0,47.0,-29.0,-43.0,Sydney,Richmond,1.34,3.31,2015-06-26
992,2015_R13_105_110,0,62500,1,2015,68,50,-2.0,4.0,56.0,94.0,65.0,Hawthorn,Essendon,1.06,9.26,2015-06-27
993,2015_R13_115_118,0,26511,0,2015,16,28,7.0,-23.0,-9.0,76.0,63.0,St Kilda,Western Bulldogs,2.55,1.51,2015-06-27
994,2015_R13_103_108,0,30207,1,2015,30,40,39.0,43.0,-12.0,119.0,0.0,Carlton,Gold Coast,1.42,2.88,2015-06-28
995,2015_R14_113_116,0,28316,1,2015,68,56,48.0,26.0,4.0,-18.0,22.0,Sydney,Port Adelaide,1.44,2.76,2015-07-02
996,2015_R14_104_110,0,75880,0,2015,44,68,-65.0,-29.0,-35.0,-55.0,-38.0,Collingwood,Hawthorn,3.47,1.3,2015-07-03
997,2015_R14_108_112,0,14444,1,2015,40,56,43.0,15.0,-7.0,-34.0,-59.0,Gold Coast,North Melbourne,3.8,1.27,2015-07-04
998,2015_R14_111_117,0,11873,0,2015,16,44,-66.0,-93.0,-94.0,-108.0,-48.0,Melbourne,West Coast,4.53,1.2,2015-07-04
999,2015_R14_103_118,0,31445,1,2015,28,30,-28.0,28.0,-18.0,27.0,68.0,Western Bulldogs,Carlton,1.39,3.03,2015-07-04
1000,2015_R14_105_115,0,38020,0,2015,50,16,2.0,-16.0,37.0,-71.0,52.0,Essendon,St Kilda,1.7,2.14,2015-07-05
1001,2015_R15_104_113,0,44496,1,2015,56,44,-6.0,24.0,35.0,-24.0,-138.0,Port Adelaide,Collingwood,1.81,2.0,2015-07-09
1002,2015_R15_103_114,0,52564,1,2015,48,30,27.0,12.0,-20.0,-10.0,5.0,Richmond,Carlton,1.31,3.48,2015-07-10
1003,2015_R15_105_111,0,38861,1,2015,50,16,-1.0,148.0,-6.0,-33.0,-19.0,Essendon,Melbourne,2.64,1.48,2015-07-11
1004,2015_R15_108_118,0,9449,1,2015,28,40,28.0,-45.0,-32.0,38.0,22.0,Western Bulldogs,Gold Coast,1.65,2.25,2015-07-11
1005,2015_R15_101_117,0,38133,1,2015,44,44,31.0,-86.0,6.0,-49.0,95.0,West Coast,Adelaide,1.18,4.87,2015-07-11
1006,2015_R15_107_112,0,31270,1,2015,56,68,16.0,6.0,-32.0,-20.0,10.0,North Melbourne,Geelong,2.03,1.79,2015-07-11
1007,2015_R15_106_110,0,16792,1,2015,68,64,-19.0,58.0,15.0,42.0,56.0,Hawthorn,Fremantle,1.4,2.95,2015-07-12
1008,2015_R16_105_112,0,31025,1,2015,56,50,11.0,12.0,-39.0,45.0,24.0,North Melbourne,Essendon,1.2,4.52,2015-07-17
1009,2015_R16_107_118,0,25041,1,2015,68,28,13.0,21.0,34.0,20.0,61.0,Geelong,Western Bulldogs,1.57,2.4,2015-07-18
1010,2015_R16_104_117,0,36527,0,2015,44,44,-60.0,8.0,62.0,13.0,-49.0,Collingwood,West Coast,2.45,1.55,2015-07-18
1011,2015_R16_103_106,0,33581,1,2015,64,30,5.0,36.0,-8.0,-30.0,6.0,Fremantle,Carlton,1.12,6.36,2015-07-18
1012,2015_R16_110_116,0,37369,0,2015,68,68,4.0,-63.0,-10.0,19.0,-54.0,Sydney,Hawthorn,2.43,1.56,2015-07-18
1013,2015_R16_101_113,0,53518,0,2015,56,44,24.0,-23.0,54.0,4.0,9.0,Port Adelaide,Adelaide,1.57,2.41,2015-07-19
1014,2015_R16_114_115,0,45722,0,2015,16,48,-26.0,-44.0,-64.0,-17.0,-8.0,St Kilda,Richmond,2.85,1.42,2015-07-19
1015,2015_R17_103_110,0,26815,0,2015,30,68,-28.0,-15.0,-50.0,-12.0,-50.0,Carlton,Hawthorn,14.09,1.02,2015-07-24
1016,2015_R17_101_108,0,41715,1,2015,44,40,41.0,32.0,28.0,91.0,69.0,Adelaide,Gold Coast,1.21,4.39,2015-07-25
1017,2015_R17_106_114,0,39777,0,2015,48,64,27.0,-20.0,27.0,-1.0,-22.0,Richmond,Fremantle,1.77,2.04,2015-07-25
1018,2015_R17_105_113,0,23705,0,2015,50,56,2.0,30.0,50.0,25.0,7.0,Essendon,Port Adelaide,3.37,1.32,2015-07-25
1019,2015_R17_104_118,0,40581,1,2015,28,44,8.0,-34.0,-21.0,-48.0,-62.0,Western Bulldogs,Collingwood,2.21,1.67,2015-07-26
1020,2015_R17_116_117,0,38760,1,2015,44,68,-28.0,-34.0,-52.0,-13.0,-52.0,West Coast,Sydney,1.29,3.61,2015-07-26
1021,2015_R17_111_115,0,22945,0,2015,16,16,-2.0,-17.0,-35.0,-25.0,-18.0,Melbourne,St Kilda,2.04,1.79,2015-07-26
1022,2015_R18_110_114,0,66305,0,2015,68,48,66.0,-41.0,-62.0,63.0,3.0,Hawthorn,Richmond,1.17,5.03,2015-07-31
1023,2015_R18_104_111,0,37894,0,2015,44,16,25.0,33.0,83.0,42.0,88.0,Collingwood,Melbourne,1.32,3.36,2015-08-01
1024,2015_R18_101_116,0,38690,1,2015,68,44,63.0,77.0,29.0,-5.0,-7.0,Sydney,Adelaide,1.4,2.96,2015-08-01
1025,2015_R18_103_112,0,25251,0,2015,30,56,23.0,1.0,-53.0,18.0,-29.0,Carlton,North Melbourne,5.55,1.14,2015-08-01
1026,2015_R18_108_117,0,9341,0,2015,40,44,-92.0,-52.0,-3.0,-17.0,-126.0,Gold Coast,West Coast,8.22,1.08,2015-08-01
1027,2015_R18_113_115,0,36850,1,2015,56,16,70.0,5.0,4.0,-56.0,-94.0,Port Adelaide,St Kilda,1.19,4.63,2015-08-02
1028,2015_R18_105_118,0,33466,0,2015,50,28,7.0,8.0,31.0,84.0,49.0,Essendon,Western Bulldogs,2.84,1.42,2015-08-02
1029,2015_R19_101_114,0,49116,1,2015,44,48,-10.0,-38.0,19.0,-22.0,-20.0,Adelaide,Richmond,2.13,1.71,2015-08-07
1030,2015_R19_103_104,0,48133,1,2015,44,30,75.0,15.0,34.0,41.0,17.0,Collingwood,Carlton,1.22,4.21,2015-08-08
1031,2015_R19_113_118,0,20590,1,2015,28,56,-38.0,-72.0,9.0,38.0,60.0,Western Bulldogs,Port Adelaide,1.7,2.15,2015-08-08
1032,2015_R19_110_117,0,34843,0,2015,44,68,-44.0,-20.0,-50.0,-25.0,5.0,West Coast,Hawthorn,2.4,1.56,2015-08-08
1033,2015_R19_107_116,0,27910,1,2015,68,68,-43.0,-110.0,44.0,21.0,34.0,Geelong,Sydney,1.86,1.95,2015-08-08
1034,2015_R19_111_112,0,30695,0,2015,16,56,-30.0,-41.0,-122.0,-54.0,-41.0,Melbourne,North Melbourne,3.39,1.32,2015-08-09
1035,2015_R19_106_115,0,16409,0,2015,16,64,58.0,71.0,-30.0,-13.0,41.0,St Kilda,Fremantle,2.72,1.46,2015-08-09
1036,2015_R20_104_116,0,38408,1,2015,68,44,-20.0,-29.0,47.0,26.0,-8.0,Sydney,Collingwood,1.35,3.24,2015-08-14
1037,2015_R20_101_105,0,25914,0,2015,50,44,9.0,35.0,-4.0,11.0,-84.0,Essendon,Adelaide,3.54,1.3,2015-08-15
1038,2015_R20_112_115,0,14346,1,2015,56,16,59.0,68.0,33.0,-65.0,-9.0,North Melbourne,St Kilda,1.16,5.23,2015-08-15
1039,2015_R20_107_110,0,55802,0,2015,68,68,-62.0,-36.0,-23.0,19.0,-5.0,Geelong,Hawthorn,4.17,1.23,2015-08-15
1040,2015_R20_108_114,0,38508,1,2015,48,40,-18.0,9.0,-2.0,-15.0,0.0,Richmond,Gold Coast,1.12,6.34,2015-08-16
1041,2015_R20_106_117,0,41959,0,2015,64,44,30.0,7.0,19.0,28.0,28.0,Fremantle,West Coast,1.64,2.26,2015-08-16
1042,2015_R20_111_118,0,27805,1,2015,28,16,-39.0,6.0,16.0,20.0,-3.0,Western Bulldogs,Melbourne,1.22,4.28,2015-08-16
1043,2015_R21_110_113,0,28657,0,2015,68,56,-8.0,3.0,-14.0,45.0,72.0,Hawthorn,Port Adelaide,1.07,8.64,2015-08-21
1044,2015_R21_104_114,0,63178,0,2015,44,48,-5.0,38.0,34.0,21.0,71.0,Collingwood,Richmond,2.92,1.41,2015-08-22
1045,2015_R21_105_108,0,16253,1,2015,40,50,-19.0,-43.0,-17.0,-139.0,0.0,Gold Coast,Essendon,1.52,2.52,2015-08-22
1046,2015_R21_107_115,0,25245,0,2015,16,68,-96.0,-101.0,-42.0,-28.0,-1.0,St Kilda,Geelong,4.4,1.21,2015-08-22
1047,2015_R21_106_112,0,23857,1,2015,56,64,-73.0,13.0,-38.0,-53.0,98.0,North Melbourne,Fremantle,1.66,2.23,2015-08-23
1048,2015_R21_117_118,0,37733,1,2015,44,28,-10.0,65.0,-22.0,70.0,49.0,West Coast,Western Bulldogs,1.3,3.56,2015-08-23
1049,2015_R21_103_111,0,33962,1,2015,30,16,-23.0,61.0,58.0,76.0,47.0,Carlton,Melbourne,3.08,1.38,2015-08-23
1050,2015_R22_104_107,0,40582,0,2015,68,44,41.0,11.0,-6.0,-31.0,-12.0,Geelong,Collingwood,1.41,2.93,2015-08-28
1051,2015_R22_112_118,0,37299,0,2015,56,28,50.0,29.0,54.0,54.0,-18.0,North Melbourne,Western Bulldogs,1.63,2.27,2015-08-29
1052,2015_R22_108_113,0,9343,0,2015,40,56,-9.0,-17.0,-38.0,-48.0,3.0,Gold Coast,Port Adelaide,3.22,1.35,2015-08-29
1053,2015_R22_105_114,0,37864,0,2015,50,48,-13.0,-18.0,50.0,-39.0,29.0,Essendon,Richmond,6.35,1.12,2015-08-29
1054,2015_R22_101_117,0,52460,1,2015,44,44,-56.0,-31.0,86.0,-6.0,49.0,Adelaide,West Coast,2.01,1.78,2015-08-30
1055,2015_R22_106_111,0,33529,1,2015,64,16,68.0,63.0,95.0,90.0,61.0,Fremantle,Melbourne,1.07,8.37,2015-08-30
1056,2015_R22_115_116,0,27856,0,2015,16,68,-71.0,-59.0,-16.0,-29.0,28.0,St Kilda,Sydney,4.16,1.23,2015-08-30
1057,2015_R23_112_114,0,40461,1,2015,48,56,-35.0,-28.0,-62.0,-4.0,-13.0,Richmond,North Melbourne,1.08,8.03,2015-09-04
1058,2015_R23_101_107,0,26128,1,2015,68,44,38.0,-2.0,27.0,-50.0,11.0,Geelong,Adelaide,2.16,1.69,2015-09-05
1059,2015_R23_106_113,0,38633,1,2015,56,64,-7.0,22.0,-8.0,18.0,-74.0,Port Adelaide,Fremantle,1.06,8.64,2015-09-05
1060,2015_R23_103_110,0,33182,1,2015,68,30,138.0,28.0,15.0,50.0,12.0,Hawthorn,Carlton,1.01,14.36,2015-09-05
1061,2015_R23_115_117,0,36165,1,2015,44,16,53.0,33.0,25.0,4.0,30.0,West Coast,St Kilda,1.04,10.33,2015-09-05
1062,2015_R23_108_116,0,25424,1,2015,68,40,52.0,35.0,41.0,72.0,70.0,Sydney,Gold Coast,1.04,10.57,2015-09-05
1063,2015_R23_104_105,0,42270,0,2015,44,50,20.0,-64.0,23.0,79.0,-46.0,Collingwood,Essendon,1.28,3.65,2015-09-06
